am_sid,name,rank,id
Fis-35495,cellular organisms,no rank,131567
Fis-35495,Eukaryota,superkingdom,2759
Fis-35495,Opisthokonta,clade,33154
Fis-35495,Metazoa,kingdom,33208
Fis-35495,Eumetazoa,clade,6072
Fis-35495,Bilateria,clade,33213
Fis-35495,Deuterostomia,clade,33511
Fis-35495,Chordata,phylum,7711
Fis-35495,Craniata,subphylum,89593
Fis-35495,Vertebrata,clade,7742
Fis-35495,Gnathostomata,clade,7776
Fis-35495,Teleostomi,clade,117570
Fis-35495,Euteleostomi,clade,117571
Fis-35495,Actinopterygii,superclass,7898
Fis-35495,Actinopteri,class,186623
Fis-35495,Neopterygii,subclass,41665
Fis-35495,Teleostei,infraclass,32443
Fis-35495,Elopocephalai,clade,1489340
Fis-35495,Elopocephala,clade,186624
Fis-35495,Elopomorpha,clade,32521
Fis-35495,Anguilliformes,order,7933
Fis-35495,Congridae,family,7941
Fis-35495,Congrinae,subfamily,135217
Fis-35495,Conger,genus,7942
Fis-35495,Conger verreauxi,species,443690
Fis-26635,cellular organisms,no rank,131567
Fis-26635,Eukaryota,superkingdom,2759
Fis-26635,Opisthokonta,clade,33154
Fis-26635,Metazoa,kingdom,33208
Fis-26635,Eumetazoa,clade,6072
Fis-26635,Bilateria,clade,33213
Fis-26635,Deuterostomia,clade,33511
Fis-26635,Chordata,phylum,7711
Fis-26635,Craniata,subphylum,89593
Fis-26635,Vertebrata,clade,7742
Fis-26635,Gnathostomata,clade,7776
Fis-26635,Teleostomi,clade,117570
Fis-26635,Euteleostomi,clade,117571
Fis-26635,Actinopterygii,superclass,7898
Fis-26635,Actinopteri,class,186623
Fis-26635,Neopterygii,subclass,41665
Fis-26635,Teleostei,infraclass,32443
Fis-26635,Elopocephalai,clade,1489340
Fis-26635,Elopocephala,clade,186624
Fis-26635,Elopomorpha,clade,32521
Fis-26635,Anguilliformes,order,7933
Fis-26635,Congridae,family,7941
Fis-26635,Congrinae,subfamily,135217
Fis-26635,Conger,genus,7942
Fis-26635,Conger wilsoni,species,443691
Fis-115501,cellular organisms,no rank,131567
Fis-115501,Eukaryota,superkingdom,2759
Fis-115501,Opisthokonta,clade,33154
Fis-115501,Metazoa,kingdom,33208
Fis-115501,Eumetazoa,clade,6072
Fis-115501,Bilateria,clade,33213
Fis-115501,Deuterostomia,clade,33511
Fis-115501,Chordata,phylum,7711
Fis-115501,Craniata,subphylum,89593
Fis-115501,Vertebrata,clade,7742
Fis-115501,Gnathostomata,clade,7776
Fis-115501,Teleostomi,clade,117570
Fis-115501,Euteleostomi,clade,117571
Fis-115501,Actinopterygii,superclass,7898
Fis-115501,Actinopteri,class,186623
Fis-115501,Neopterygii,subclass,41665
Fis-115501,Teleostei,infraclass,32443
Fis-115501,Osteoglossocephalai,clade,1489341
Fis-115501,Clupeocephala,no rank,186625
