am_sid,name,rank,id
Fis-29669,cellular organisms,no rank,131567
Fis-29669,Eukaryota,superkingdom,2759
Fis-29669,Opisthokonta,clade,33154
Fis-29669,Metazoa,kingdom,33208
Fis-29669,Eumetazoa,clade,6072
Fis-29669,Bilateria,clade,33213
Fis-29669,Deuterostomia,clade,33511
Fis-29669,Chordata,phylum,7711
Fis-29669,Craniata,subphylum,89593
Fis-29669,Vertebrata,clade,7742
Fis-29669,Gnathostomata,clade,7776
Fis-29669,Teleostomi,clade,117570
Fis-29669,Euteleostomi,clade,117571
Fis-29669,Actinopterygii,superclass,7898
Fis-29669,Actinopteri,class,186623
Fis-29669,Neopterygii,subclass,41665
Fis-29669,Teleostei,infraclass,32443
Fis-29669,Osteoglossocephalai,clade,1489341
Fis-29669,Clupeocephala,no rank,186625
Fis-29669,Euteleosteomorpha,cohort,1489388
Fis-29669,Stomiatii,clade,1489798
Fis-29669,Stomiiformes,order,48438
Fis-29669,Sternoptychidae,family,68500
Fis-29669,Sternoptychinae,subfamily,882896
Fis-29669,Argyropelecus,genus,68503
Fis-29669,Argyropelecus gigas,species,473297
Fis-32104,cellular organisms,no rank,131567
Fis-32104,Eukaryota,superkingdom,2759
Fis-32104,Opisthokonta,clade,33154
Fis-32104,Metazoa,kingdom,33208
Fis-32104,Eumetazoa,clade,6072
Fis-32104,Bilateria,clade,33213
Fis-32104,Deuterostomia,clade,33511
Fis-32104,Chordata,phylum,7711
Fis-32104,Craniata,subphylum,89593
Fis-32104,Vertebrata,clade,7742
Fis-32104,Gnathostomata,clade,7776
Fis-32104,Teleostomi,clade,117570
Fis-32104,Euteleostomi,clade,117571
Fis-32104,Actinopterygii,superclass,7898
Fis-32104,Actinopteri,class,186623
Fis-32104,Neopterygii,subclass,41665
Fis-32104,Teleostei,infraclass,32443
Fis-32104,Osteoglossocephalai,clade,1489341
Fis-32104,Clupeocephala,no rank,186625
Fis-32104,Euteleosteomorpha,cohort,1489388
Fis-32104,Stomiatii,clade,1489798
Fis-32104,Stomiiformes,order,48438
Fis-32104,Sternoptychidae,family,68500
Fis-32104,Sternoptychinae,subfamily,882896
Fis-32104,Argyropelecus,genus,68503
Fis-32104,Argyropelecus hemigymnus,species,68504
Fis-34692,cellular organisms,no rank,131567
