am_sid,name,rank,id
Fis-149568,cellular organisms,no rank,131567
Fis-149568,Eukaryota,superkingdom,2759
Fis-149568,Opisthokonta,clade,33154
Fis-149568,Metazoa,kingdom,33208
Fis-149568,Eumetazoa,clade,6072
Fis-149568,Bilateria,clade,33213
Fis-149568,Deuterostomia,clade,33511
Fis-149568,Chordata,phylum,7711
Fis-149568,Craniata,subphylum,89593
Fis-149568,Vertebrata,clade,7742
Fis-149568,Gnathostomata,clade,7776
Fis-149568,Teleostomi,clade,117570
Fis-149568,Euteleostomi,clade,117571
Fis-149568,Actinopterygii,superclass,7898
Fis-149568,Actinopteri,class,186623
Fis-149568,Neopterygii,subclass,41665
Fis-149568,Teleostei,infraclass,32443
Fis-149568,Osteoglossocephalai,clade,1489341
Fis-149568,Clupeocephala,no rank,186625
Fis-149568,Euteleosteomorpha,cohort,1489388
Fis-149568,Stomiatii,clade,1489798
Fis-149568,Stomiiformes,order,48438
Fis-149568,Sternoptychidae,family,68500
Fis-149568,Maurolicinae,subfamily,882893
Fis-149568,Maurolicus,genus,68501
Fis-149568,Maurolicus japonicus,species,429466
Fis-125898,cellular organisms,no rank,131567
Fis-125898,Eukaryota,superkingdom,2759
Fis-125898,Opisthokonta,clade,33154
Fis-125898,Metazoa,kingdom,33208
Fis-125898,Eumetazoa,clade,6072
Fis-125898,Bilateria,clade,33213
Fis-125898,Deuterostomia,clade,33511
Fis-125898,Chordata,phylum,7711
Fis-125898,Craniata,subphylum,89593
Fis-125898,Vertebrata,clade,7742
Fis-125898,Gnathostomata,clade,7776
Fis-125898,Teleostomi,clade,117570
Fis-125898,Euteleostomi,clade,117571
Fis-125898,Actinopterygii,superclass,7898
Fis-125898,Actinopteri,class,186623
Fis-125898,Neopterygii,subclass,41665
Fis-125898,Teleostei,infraclass,32443
Fis-125898,Osteoglossocephalai,clade,1489341
Fis-125898,Clupeocephala,no rank,186625
Fis-125898,Euteleosteomorpha,cohort,1489388
Fis-125898,Stomiatii,clade,1489798
Fis-125898,Stomiiformes,order,48438
Fis-125898,Sternoptychidae,family,68500
Fis-125898,Maurolicinae,subfamily,882893
Fis-125898,Maurolicus,genus,68501
Fis-125898,Maurolicus mucronatus,species,2034140
Fis-23185,cellular organisms,no rank,131567
Fis-23185,Eukaryota,superkingdom,2759
Fis-23185,Opisthokonta,clade,33154
Fis-23185,Metazoa,kingdom,33208
Fis-23185,Eumetazoa,clade,6072
Fis-23185,Bilateria,clade,33213
Fis-23185,Deuterostomia,clade,33511
Fis-23185,Chordata,phylum,7711
Fis-23185,Craniata,subphylum,89593
Fis-23185,Vertebrata,clade,7742
Fis-23185,Gnathostomata,clade,7776
Fis-23185,Teleostomi,clade,117570
Fis-23185,Euteleostomi,clade,117571
Fis-23185,Actinopterygii,superclass,7898
Fis-23185,Actinopteri,class,186623
Fis-23185,Neopterygii,subclass,41665
Fis-23185,Teleostei,infraclass,32443
Fis-23185,Osteoglossocephalai,clade,1489341
Fis-23185,Clupeocephala,no rank,186625
Fis-23185,Euteleosteomorpha,cohort,1489388
Fis-23185,Stomiatii,clade,1489798
Fis-23185,Stomiiformes,order,48438
Fis-23185,Sternoptychidae,family,68500
Fis-23185,Maurolicinae,subfamily,882893
Fis-23185,Maurolicus,genus,68501
Fis-23185,Maurolicus muelleri,species,68502
Fis-125887,cellular organisms,no rank,131567
Fis-125887,Eukaryota,superkingdom,2759
Fis-125887,Opisthokonta,clade,33154
Fis-125887,Metazoa,kingdom,33208
Fis-125887,Eumetazoa,clade,6072
Fis-125887,Bilateria,clade,33213
Fis-125887,Deuterostomia,clade,33511
Fis-125887,Chordata,phylum,7711
Fis-125887,Craniata,subphylum,89593
Fis-125887,Vertebrata,clade,7742
Fis-125887,Gnathostomata,clade,7776
Fis-125887,Teleostomi,clade,117570
Fis-125887,Euteleostomi,clade,117571
Fis-125887,Actinopterygii,superclass,7898
Fis-125887,Actinopteri,class,186623
Fis-125887,Neopterygii,subclass,41665
Fis-125887,Teleostei,infraclass,32443
Fis-125887,Osteoglossocephalai,clade,1489341
Fis-125887,Clupeocephala,no rank,186625
Fis-125887,Euteleosteomorpha,cohort,1489388
Fis-125887,Stomiatii,clade,1489798
Fis-125887,Stomiiformes,order,48438
Fis-125887,Sternoptychidae,family,68500
Fis-125887,Maurolicinae,subfamily,882893
Fis-125887,Maurolicus,genus,68501
Fis-125887,Maurolicus walvisensis,species,119911
Fis-125893,cellular organisms,no rank,131567
Fis-125893,Eukaryota,superkingdom,2759
Fis-125893,Opisthokonta,clade,33154
Fis-125893,Metazoa,kingdom,33208
Fis-125893,Eumetazoa,clade,6072
Fis-125893,Bilateria,clade,33213
Fis-125893,Deuterostomia,clade,33511
Fis-125893,Chordata,phylum,7711
Fis-125893,Craniata,subphylum,89593
Fis-125893,Vertebrata,clade,7742
Fis-125893,Gnathostomata,clade,7776
