am_sid,name,rank,id
Fis-34159,cellular organisms,no rank,131567
Fis-34159,Eukaryota,superkingdom,2759
Fis-34159,Opisthokonta,clade,33154
Fis-34159,Metazoa,kingdom,33208
Fis-34159,Eumetazoa,clade,6072
Fis-34159,Bilateria,clade,33213
Fis-34159,Deuterostomia,clade,33511
Fis-34159,Chordata,phylum,7711
Fis-34159,Craniata,subphylum,89593
Fis-34159,Vertebrata,clade,7742
Fis-34159,Gnathostomata,clade,7776
Fis-34159,Teleostomi,clade,117570
Fis-34159,Euteleostomi,clade,117571
Fis-34159,Actinopterygii,superclass,7898
Fis-34159,Actinopteri,class,186623
Fis-34159,Neopterygii,subclass,41665
Fis-34159,Teleostei,infraclass,32443
Fis-34159,Osteoglossocephalai,clade,1489341
Fis-34159,Clupeocephala,no rank,186625
Fis-34159,Euteleosteomorpha,cohort,1489388
Fis-34159,Neoteleostei,clade,123365
Fis-34159,Eurypterygia,clade,123366
Fis-34159,Ctenosquamata,clade,123367
Fis-34159,Acanthomorphata,clade,123368
Fis-34159,Euacanthomorphacea,clade,123369
Fis-34159,Percomorphaceae,clade,1489872
Fis-34159,Syngnathiaria,clade,1489883
Fis-34159,Syngnathiformes,order,129912
Fis-34159,Dactylopteroidei,suborder,41710
Fis-34159,Dactylopteridae,family,94922
Fis-34159,Dactyloptena,genus,143341
Fis-34159,Dactyloptena papilio,species,2578270
Fis-124410,cellular organisms,no rank,131567
Fis-124410,Eukaryota,superkingdom,2759
Fis-124410,Opisthokonta,clade,33154
Fis-124410,Metazoa,kingdom,33208
Fis-124410,Eumetazoa,clade,6072
Fis-124410,Bilateria,clade,33213
Fis-124410,Deuterostomia,clade,33511
Fis-124410,Chordata,phylum,7711
Fis-124410,Craniata,subphylum,89593
Fis-124410,Vertebrata,clade,7742
Fis-124410,Gnathostomata,clade,7776
Fis-124410,Teleostomi,clade,117570
Fis-124410,Euteleostomi,clade,117571
Fis-124410,Actinopterygii,superclass,7898
Fis-124410,Actinopteri,class,186623
Fis-124410,Neopterygii,subclass,41665
Fis-124410,Teleostei,infraclass,32443
Fis-124410,Osteoglossocephalai,clade,1489341
Fis-124410,Clupeocephala,no rank,186625
Fis-124410,Euteleosteomorpha,cohort,1489388
Fis-124410,Neoteleostei,clade,123365
Fis-124410,Eurypterygia,clade,123366
Fis-124410,Ctenosquamata,clade,123367
Fis-124410,Acanthomorphata,clade,123368
Fis-124410,Euacanthomorphacea,clade,123369
Fis-124410,Percomorphaceae,clade,1489872
Fis-124410,Syngnathiaria,clade,1489883
Fis-124410,Syngnathiformes,order,129912
Fis-124410,Dactylopteroidei,suborder,41710
Fis-124410,Dactylopteridae,family,94922
Fis-124410,Dactyloptena,genus,143341
Fis-124410,Dactyloptena tiltoni,species,181453
Fis-23467,cellular organisms,no rank,131567
Fis-23467,Eukaryota,superkingdom,2759
Fis-23467,Opisthokonta,clade,33154
Fis-23467,Metazoa,kingdom,33208
Fis-23467,Eumetazoa,clade,6072
Fis-23467,Bilateria,clade,33213
Fis-23467,Deuterostomia,clade,33511
Fis-23467,Chordata,phylum,7711
Fis-23467,Craniata,subphylum,89593
Fis-23467,Vertebrata,clade,7742
Fis-23467,Gnathostomata,clade,7776
Fis-23467,Teleostomi,clade,117570
Fis-23467,Euteleostomi,clade,117571
Fis-23467,Actinopterygii,superclass,7898
Fis-23467,Actinopteri,class,186623
Fis-23467,Neopterygii,subclass,41665
Fis-23467,Teleostei,infraclass,32443
Fis-23467,Osteoglossocephalai,clade,1489341
Fis-23467,Clupeocephala,no rank,186625
Fis-23467,Euteleosteomorpha,cohort,1489388
Fis-23467,Neoteleostei,clade,123365
Fis-23467,Eurypterygia,clade,123366
Fis-23467,Ctenosquamata,clade,123367
Fis-23467,Acanthomorphata,clade,123368
Fis-23467,Euacanthomorphacea,clade,123369
Fis-23467,Percomorphaceae,clade,1489872
Fis-23467,Syngnathiaria,clade,1489883
Fis-23467,Syngnathiformes,order,129912
Fis-23467,Dactylopteroidei,suborder,41710
Fis-23467,Dactylopteridae,family,94922
Fis-23467,Dactylopterus,genus,94923
Fis-23467,Dactylopterus volitans,species,94924
Fis-32735,cellular organisms,no rank,131567
Fis-32735,Eukaryota,superkingdom,2759
Fis-32735,Opisthokonta,clade,33154
Fis-32735,Metazoa,kingdom,33208
Fis-32735,Eumetazoa,clade,6072
Fis-32735,Bilateria,clade,33213
Fis-32735,Deuterostomia,clade,33511
Fis-32735,Chordata,phylum,7711
Fis-32735,Craniata,subphylum,89593
Fis-32735,Vertebrata,clade,7742
Fis-32735,Gnathostomata,clade,7776
Fis-32735,Teleostomi,clade,117570
Fis-32735,Euteleostomi,clade,117571
Fis-32735,Actinopterygii,superclass,7898
Fis-32735,Actinopteri,class,186623
Fis-32735,Neopterygii,subclass,41665
Fis-32735,Teleostei,infraclass,32443
Fis-32735,Osteoglossocephalai,clade,1489341
Fis-32735,Clupeocephala,no rank,186625
Fis-32735,Euteleosteomorpha,cohort,1489388
Fis-32735,Neoteleostei,clade,123365
Fis-32735,Eurypterygia,clade,123366
Fis-32735,Ctenosquamata,clade,123367
Fis-32735,Acanthomorphata,clade,123368
Fis-32735,Euacanthomorphacea,clade,123369
Fis-32735,Percomorphaceae,clade,1489872
Fis-32735,Syngnathiaria,clade,1489883
Fis-32735,Syngnathiformes,order,129912
Fis-32735,Callionymoidei,suborder,30907
Fis-32735,Callionymidae,family,30908
Fis-32735,Dactylopus,genus,587047
Fis-32735,Dactylopus dactylopus,species,587048
W-Ase-213296,cellular organisms,no rank,131567
W-Ase-213296,Eukaryota,superkingdom,2759
W-Ase-213296,Opisthokonta,clade,33154
W-Ase-213296,Metazoa,kingdom,33208
W-Ase-213296,Eumetazoa,clade,6072
W-Ase-213296,Bilateria,clade,33213
W-Ase-213296,Deuterostomia,clade,33511
W-Ase-213296,Echinodermata,phylum,7586
W-Ase-213296,Eleutherozoa,clade,133551
W-Ase-213296,Asterozoa,superclass,7587
