am_sid,name,rank,id
Fis-156671,cellular organisms,no rank,131567
Fis-156671,Eukaryota,superkingdom,2759
Fis-156671,Opisthokonta,clade,33154
Fis-156671,Metazoa,kingdom,33208
Fis-156671,Eumetazoa,clade,6072
Fis-156671,Bilateria,clade,33213
Fis-156671,Deuterostomia,clade,33511
Fis-156671,Chordata,phylum,7711
Fis-156671,Craniata,subphylum,89593
Fis-156671,Vertebrata,clade,7742
Fis-156671,Gnathostomata,clade,7776
Fis-156671,Teleostomi,clade,117570
Fis-156671,Euteleostomi,clade,117571
Fis-156671,Actinopterygii,superclass,7898
Fis-156671,Actinopteri,class,186623
Fis-156671,Neopterygii,subclass,41665
Fis-156671,Teleostei,infraclass,32443
Fis-156671,Osteoglossocephalai,clade,1489341
Fis-156671,Clupeocephala,no rank,186625
Fis-156671,Euteleosteomorpha,cohort,1489388
Fis-156671,Neoteleostei,clade,123365
Fis-156671,Eurypterygia,clade,123366
Fis-156671,Ctenosquamata,clade,123367
Fis-156671,Acanthomorphata,clade,123368
Fis-156671,Euacanthomorphacea,clade,123369
Fis-156671,Percomorphaceae,clade,1489872
Fis-156671,Eupercaria,clade,1489922
Fis-156671,Tetraodontiformes,order,31022
Fis-156671,Balistoidea,superfamily,31023
Fis-156671,Balistidae,family,31024
Fis-156671,Abalistes,genus,303702
Fis-156671,Abalistes filamentosus,species,2012903
Fis-53544,cellular organisms,no rank,131567
Fis-53544,Eukaryota,superkingdom,2759
Fis-53544,Opisthokonta,clade,33154
Fis-53544,Metazoa,kingdom,33208
Fis-53544,Eumetazoa,clade,6072
Fis-53544,Bilateria,clade,33213
Fis-53544,Deuterostomia,clade,33511
Fis-53544,Chordata,phylum,7711
Fis-53544,Craniata,subphylum,89593
Fis-53544,Vertebrata,clade,7742
Fis-53544,Gnathostomata,clade,7776
Fis-53544,Teleostomi,clade,117570
Fis-53544,Euteleostomi,clade,117571
Fis-53544,Actinopterygii,superclass,7898
Fis-53544,Actinopteri,class,186623
Fis-53544,Neopterygii,subclass,41665
Fis-53544,Teleostei,infraclass,32443
Fis-53544,Osteoglossocephalai,clade,1489341
Fis-53544,Clupeocephala,no rank,186625
Fis-53544,Euteleosteomorpha,cohort,1489388
Fis-53544,Neoteleostei,clade,123365
Fis-53544,Eurypterygia,clade,123366
Fis-53544,Ctenosquamata,clade,123367
