am_sid,name,rank,id
Fis-24844,cellular organisms,no rank,131567
Fis-24844,Eukaryota,superkingdom,2759
Fis-24844,Opisthokonta,clade,33154
Fis-24844,Metazoa,kingdom,33208
Fis-24844,Eumetazoa,clade,6072
Fis-24844,Bilateria,clade,33213
Fis-24844,Deuterostomia,clade,33511
Fis-24844,Chordata,phylum,7711
Fis-24844,Craniata,subphylum,89593
Fis-24844,Vertebrata,clade,7742
Fis-24844,Gnathostomata,clade,7776
Fis-24844,Teleostomi,clade,117570
Fis-24844,Euteleostomi,clade,117571
Fis-24844,Actinopterygii,superclass,7898
Fis-24844,Actinopteri,class,186623
Fis-24844,Neopterygii,subclass,41665
Fis-24844,Teleostei,infraclass,32443
Fis-24844,Osteoglossocephalai,clade,1489341
Fis-24844,Clupeocephala,no rank,186625
Fis-24844,Euteleosteomorpha,cohort,1489388
Fis-24844,Neoteleostei,clade,123365
Fis-24844,Eurypterygia,clade,123366
Fis-24844,Ctenosquamata,clade,123367
Fis-24844,Acanthomorphata,clade,123368
Fis-24844,Euacanthomorphacea,clade,123369
Fis-24844,Percomorphaceae,clade,1489872
Fis-24844,Eupercaria,clade,1489922
Fis-24844,Labriformes,order,1489928
Fis-24844,Labridae,family,8247
Fis-24844,Oxyjulis,genus,241330
Fis-24844,Oxyjulis californica,species,241331
Fis-30854,cellular organisms,no rank,131567
Fis-30854,Eukaryota,superkingdom,2759
Fis-30854,Opisthokonta,clade,33154
Fis-30854,Metazoa,kingdom,33208
Fis-30854,Eumetazoa,clade,6072
Fis-30854,Bilateria,clade,33213
Fis-30854,Deuterostomia,clade,33511
Fis-30854,Chordata,phylum,7711
Fis-30854,Craniata,subphylum,89593
Fis-30854,Vertebrata,clade,7742
Fis-30854,Gnathostomata,clade,7776
Fis-30854,Teleostomi,clade,117570
Fis-30854,Euteleostomi,clade,117571
Fis-30854,Actinopterygii,superclass,7898
Fis-30854,Actinopteri,class,186623
Fis-30854,Neopterygii,subclass,41665
Fis-30854,Teleostei,infraclass,32443
Fis-30854,Osteoglossocephalai,clade,1489341
Fis-30854,Clupeocephala,no rank,186625
Fis-30854,Euteleosteomorpha,cohort,1489388
Fis-30854,Neoteleostei,clade,123365
Fis-30854,Eurypterygia,clade,123366
Fis-30854,Ctenosquamata,clade,123367
Fis-30854,Acanthomorphata,clade,123368
Fis-30854,Euacanthomorphacea,clade,123369
Fis-30854,Percomorphaceae,clade,1489872
Fis-30854,Eupercaria,clade,1489922
Fis-30854,Perciformes,order,8111
Fis-30854,Cottioidei,suborder,8100
Fis-30854,Hexagrammales,infraorder,1545920
Fis-30854,Hexagrammidae,family,30983
Fis-30854,Oxylebius,genus,283619
Fis-30854,Oxylebius pictus,species,283620
Fis-35463,cellular organisms,no rank,131567
Fis-35463,Eukaryota,superkingdom,2759
Fis-35463,Opisthokonta,clade,33154
Fis-35463,Metazoa,kingdom,33208
Fis-35463,Eumetazoa,clade,6072
Fis-35463,Bilateria,clade,33213
Fis-35463,Deuterostomia,clade,33511
Fis-35463,Chordata,phylum,7711
Fis-35463,Craniata,subphylum,89593
Fis-35463,Vertebrata,clade,7742
Fis-35463,Gnathostomata,clade,7776
Fis-35463,Teleostomi,clade,117570
Fis-35463,Euteleostomi,clade,117571
Fis-35463,Actinopterygii,superclass,7898
Fis-35463,Actinopteri,class,186623
Fis-35463,Neopterygii,subclass,41665
Fis-35463,Teleostei,infraclass,32443
Fis-35463,Osteoglossocephalai,clade,1489341
Fis-35463,Clupeocephala,no rank,186625
Fis-35463,Euteleosteomorpha,cohort,1489388
Fis-35463,Neoteleostei,clade,123365
Fis-35463,Eurypterygia,clade,123366
Fis-35463,Ctenosquamata,clade,123367
Fis-35463,Acanthomorphata,clade,123368
Fis-35463,Euacanthomorphacea,clade,123369
Fis-35463,Percomorphaceae,clade,1489872
Fis-35463,Gobiaria,clade,1489875
Fis-35463,Gobiiformes,order,1489878
Fis-35463,Gobioidei,suborder,8219
Fis-35463,Gobiidae,family,8220
Fis-35463,Ptereleotrinae,subfamily,150307
Fis-35463,Oxymetopon,genus,1365701
Fis-35463,Oxymetopon compressus,species,2012939
Fis-35464,cellular organisms,no rank,131567
Fis-35464,Eukaryota,superkingdom,2759
Fis-35464,Opisthokonta,clade,33154
