class,stressor,taxon,mean_vuln,sd_vuln,n_spp_known,n_spp,n_prob
actinopterygii,biomass_removal,fish,0.6639154007378679,0.07884853837436831,113,113,13
actinopterygii,bycatch,fish,0.2708220801304117,0.07479907240294988,113,113,13
actinopterygii,entanglement_macroplastic,fish,0.17912174274972167,0.12242633159719178,113,113,13
actinopterygii,eutrophication_nutrient_pollution,fish,0.34560750771131354,0.08191336104558335,113,113,13
actinopterygii,habitat_loss_degradation,fish,0.13117047354488293,0.14735053447026877,113,113,2
actinopterygii,inorganic_pollution,fish,0.388466839648213,0.05489247318884486,113,113,13
actinopterygii,noise_pollution,fish,0.052830484503998236,0.10996003751633246,113,113,3
actinopterygii,oa,fish,0.33744635121663735,0.03787174416645827,113,113,13
actinopterygii,oceanographic,fish,0.1844811226038331,0.08295449003601209,113,113,11
actinopterygii,organic_pollution,fish,0.37345563865626563,0.07777531009351359,113,113,13
actinopterygii,plastic_pollution_microplastic,fish,0.28693875763180177,0.03627402451581719,113,113,13
actinopterygii,poisons_toxins,fish,0.2873285623382995,0.07529218642438293,113,113,13
actinopterygii,salinity,fish,0.3671065681513077,0.06001721770164229,113,113,13
actinopterygii,sedimentation,fish,0.2512652052937259,0.07210366544164593,113,113,13
actinopterygii,slr,fish,0.08040511065173722,0.08876881420768615,113,113,7
actinopterygii,storm_disturbance,fish,0.08224701781585642,0.059738685610621824,113,113,12
actinopterygii,water_temp,fish,0.27184817306517195,0.057469944239960824,113,113,13
actinopterygii,wildlife_strike,fish,0.035964099252410446,0.07921159751731087,113,113,9
anthozoa,biomass_removal,corals,0.6284497932577016,0.018299865320671436,283,283,88
anthozoa,eutrophication_nutrient_pollution,corals,0.5561846988062185,0.01935287735711618,283,283,283
anthozoa,inorganic_pollution,corals,0.4128284829146392,0.0376022542337284,283,283,283
anthozoa,oa,corals,0.46369864825093315,0.014451464009745158,283,283,283
anthozoa,organic_pollution,corals,0.3845711931740742,0.04930189900280397,283,283,283
anthozoa,poisons_toxins,corals,0.21053989230326356,0.05976227398108667,283,283,283
anthozoa,salinity,corals,0.5561836636962408,0.019360981802870915,283,283,283
anthozoa,sedimentation,corals,0.2731527943638602,0.01002522351428983,283,283,283
anthozoa,storm_disturbance,corals,0.13799633792395902,0.004806151605271719,283,283,283
anthozoa,water_temp,corals,0.4012409763622666,0.010817888009589096,283,283,88
asteroidea,biomass_removal,echinoderms,0.6927972907299494,0.048144586337745564,26,26,1
asteroidea,bycatch,echinoderms,0.19329820629521982,0.090898824315811,26,26,1
asteroidea,entanglement_macroplastic,echinoderms,0.0675220790287595,0.06755706736368412,26,26,1
asteroidea,eutrophication_nutrient_pollution,echinoderms,0.46802197901771986,0.03721119977529915,26,26,1
asteroidea,inorganic_pollution,echinoderms,0.4005059372324263,0.028723360520512154,26,26,1
asteroidea,oa,echinoderms,0.4312247587751013,0.03004500202428681,26,26,1
asteroidea,oceanographic,echinoderms,0.4134105913895135,0.02587931383749294,26,26,1
asteroidea,organic_pollution,echinoderms,0.3000306776160558,0.021518742042259124,26,26,1
asteroidea,plastic_pollution_microplastic,echinoderms,0.15309555808293146,0.05958518193680799,26,26,1
asteroidea,poisons_toxins,echinoderms,0.3421713725837338,0.04685360670108119,26,26,1
asteroidea,salinity,echinoderms,0.38019062632276945,0.026994743279898703,26,26,1
asteroidea,sedimentation,echinoderms,0.3421703271003005,0.04685447504125721,26,26,1
asteroidea,storm_disturbance,echinoderms,0.27047485419112577,0.019904443149298037,26,26,1
asteroidea,water_temp,echinoderms,0.41478498652495377,0.0510050194120391,26,26,1
aves,air_temp,seabirds,0.05728437068136976,0.0469910480418899,466,466,279
aves,biomass_removal,seabirds,0.682077739392237,0.030336453872199822,466,466,410
aves,bycatch,seabirds,0.5366237962305008,0.024322923296020118,466,466,410
aves,entanglement_macroplastic,seabirds,0.3565177279294821,0.126898504291793,466,466,410
aves,eutrophication_nutrient_pollution,seabirds,0.0772773309530602,0.0034237712963041487,466,466,410
aves,habitat_loss_degradation,seabirds,0.1503203684035822,0.005306888431909846,466,466,410
aves,inorganic_pollution,seabirds,0.1515381981786714,0.014580625541239817,466,466,410
aves,invasive_species,seabirds,0.5661306923441235,0.028307742402728545,466,466,410
aves,light_pollution,seabirds,0.46638428313058944,0.022119366770275817,466,466,410
aves,noise_pollution,seabirds,0.39548677441463925,0.015932063535951547,466,466,410
aves,oa,seabirds,0.07063293289038666,0.0028120197834194806,466,466,410
aves,organic_pollution,seabirds,0.29081321260618453,0.022028920259320024,466,466,410
aves,plastic_pollution_microplastic,seabirds,0.09351141741468291,0.003973837893230983,466,466,410
aves,poisons_toxins,seabirds,0.04805945689087117,0.0025587900369542452,466,466,410
aves,sedimentation,seabirds,0.17446637851278676,0.025956919338224686,466,466,410
aves,slr,seabirds,0.44996443114896595,0.03729793674432489,466,466,410
